time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
5.826683521270752,-1100.0,-152.0,16592.0,-466.0,-450.0,-188.0,16629.11807643448
5.85215425491333,-976.0,64.0,16372.0,-400.0,-388.0,-200.0,16401.190688483566
5.876174211502075,-1072.0,-112.0,16424.0,-617.0,-72.0,-252.0,16459.328783398185
5.900789976119995,-1252.0,-68.0,16484.0,-652.0,-54.0,-215.0,16531.617706685574
5.929968357086182,-1032.0,-16.0,16436.0,-545.0,-221.0,-205.0,16468.375026091675
5.955185890197754,-1036.0,-36.0,16240.0,-560.0,-186.0,-200.0,16273.051096828769
5.980963230133057,-980.0,128.0,16524.0,-759.0,167.0,-259.0,16553.530137103688
6.007034540176392,-1132.0,-48.0,16312.0,-776.0,186.0,-280.0,16351.30184419577
6.039705753326416,-1156.0,32.0,16568.0,-677.0,18.0,-260.0,16608.31069073553
6.065725564956665,-1036.0,-76.0,16448.0,-585.0,-125.0,-205.0,16480.769884929527
6.089933633804321,-968.0,-56.0,16340.0,-595.0,-159.0,-213.0,16368.743384878388
6.1139984130859375,-964.0,32.0,16388.0,-711.0,12.0,-251.0,16416.359645183216
6.138437271118164,-1156.0,-160.0,16440.0,-706.0,98.0,-249.0,16481.36936058409
6.163092374801636,-1132.0,16.0,16468.0,-707.0,90.0,-244.0,16506.868388643557
6.1869893074035645,-1180.0,-52.0,16448.0,-554.0,-189.0,-235.0,16490.354999210904
6.212114334106445,-1004.0,4.0,16336.0,-565.0,-165.0,-227.0,16366.824004674823
6.236760139465332,-1088.0,32.0,16428.0,-616.0,-83.0,-240.0,16464.01992224256
6.2614593505859375,-1060.0,-28.0,16504.0,-574.0,-159.0,-218.0,16538.028903106922
6.286513328552246,-984.0,24.0,16376.0,-538.0,-182.0,-228.0,16405.554181435018
6.311352729797363,-1044.0,52.0,16388.0,-594.0,-100.0,-219.0,16421.302749782066
6.3354809284210205,-1040.0,12.0,16384.0,-638.0,-43.0,-235.0,16416.979015641093
6.359629392623901,-984.0,0.0,16472.0,-605.0,-81.0,-238.0,16501.364792040687
6.383445501327515,-1044.0,-104.0,16376.0,-547.0,-175.0,-214.0,16409.57427845098
6.407095670700073,-1044.0,-28.0,16432.0,-575.0,-138.0,-230.0,16465.155450222752
6.431107044219971,-1056.0,-40.0,16292.0,-616.0,-78.0,-233.0,16326.236553474288
6.455883979797363,-1092.0,-16.0,16472.0,-701.0,43.0,-252.0,16508.164767774764
6.479692459106445,-1076.0,12.0,16444.0,-718.0,100.0,-266.0,16479.170367466926
6.503590822219849,-1052.0,20.0,16396.0,-636.0,-4.0,-238.0,16429.726717142923
6.527581691741943,-1060.0,24.0,16432.0,-634.0,-80.0,-234.0,16466.17138256492
6.551661491394043,-1044.0,60.0,16352.0,-646.0,-31.0,-235.0,16385.40326021914
6.576856851577759,-972.0,44.0,16428.0,-569.0,-86.0,-222.0,16456.788994211478
6.601179838180542,-1072.0,104.0,16236.0,-576.0,-128.0,-237.0,16271.683871068784
6.624201774597168,-1072.0,-72.0,16536.0,-586.0,-143.0,-251.0,16570.86793140299
6.646447658538818,-1172.0,12.0,16576.0,-597.0,-106.0,-228.0,16617.385594611445
6.669303894042969,-912.0,-12.0,16360.0,-614.0,-66.0,-238.0,16385.404724937373
6.6920154094696045,-1164.0,-40.0,16384.0,-606.0,-64.0,-231.0,16425.344806122033
6.714857339859009,-1028.0,4.0,16448.0,-619.0,-56.0,-235.0,16480.094174488204
6.737362623214722,-1076.0,16.0,16416.0,-574.0,-126.0,-218.0,16451.23363155481
6.760322332382202,-960.0,0.0,16324.0,-643.0,-50.0,-237.0,16352.204010469048
6.783460378646851,-932.0,-48.0,16424.0,-675.0,1.0,-232.0,16450.49251542336
6.807243585586548,-1036.0,-12.0,16360.0,-658.0,-49.0,-231.0,16392.77401784091
6.835405588150024,-1092.0,-36.0,16432.0,-612.0,-74.0,-232.0,16468.28418506312
6.860262632369995,-1004.0,8.0,16496.0,-593.0,-107.0,-236.0,16526.527039883484
6.883150815963745,-1048.0,4.0,16448.0,-651.0,-20.0,-234.0,16481.353827886833
6.906758546829224,-1084.0,-88.0,16352.0,-711.0,82.0,-246.0,16388.12692164666
6.931166410446167,-1124.0,-148.0,16548.0,-567.0,-142.0,-198.0,16586.789442203695
6.9545066356658936,-972.0,-36.0,16296.0,-599.0,-147.0,-231.0,16325.002174578722
6.978506088256836,-1016.0,56.0,16572.0,-607.0,-80.0,-251.0,16603.20981015418
7.002954721450806,-1112.0,-64.0,16464.0,-594.0,-113.0,-250.0,16501.634343300666
7.029298543930054,-1088.0,132.0,16396.0,-578.0,-149.0,-220.0,16432.589083890583
7.055285215377808,-992.0,-76.0,16496.0,-470.0,-297.0,-210.0,16525.975190590114
7.080357551574707,-932.0,72.0,16308.0,-557.0,-136.0,-222.0,16334.76880766912
7.106048822402954,-1080.0,144.0,16356.0,-624.0,-82.0,-226.0,16392.250364120235
7.131625413894653,-1052.0,28.0,16424.0,-700.0,20.0,-255.0,16457.681003106118
7.1571364402771,-1160.0,-60.0,16516.0,-594.0,-63.0,-222.0,16556.794858909136
7.182714462280273,-1080.0,-4.0,16104.0,-672.0,31.0,-257.0,16140.174472415098
7.208240032196045,-1012.0,12.0,16304.0,-724.0,67.0,-260.0,16335.381966761597
7.23166036605835,-992.0,-28.0,16408.0,-634.0,-59.0,-239.0,16437.983817974757
7.2547829151153564,-1060.0,-32.0,16572.0,-609.0,-77.0,-235.0,16605.896783974058
7.278027296066284,-1072.0,168.0,16400.0,-545.0,-137.0,-216.0,16435.85738560663
7.301203489303589,-948.0,36.0,16296.0,-615.0,-52.0,-230.0,16323.590781442666
7.324531078338623,-1036.0,-44.0,16292.0,-607.0,-66.0,-224.0,16324.96542109661
7.349307060241699,-980.0,-56.0,16408.0,-548.0,-141.0,-206.0,16437.335550508178
7.377642631530762,-1012.0,-24.0,16328.0,-571.0,-49.0,-224.0,16359.34913130715
7.400631666183472,-1056.0,-124.0,16464.0,-580.0,-89.0,-211.0,16498.297124248915
7.42384147644043,-1148.0,-68.0,16400.0,-579.0,-153.0,-210.0,16440.271530604354
7.446842670440674,-1096.0,-112.0,16376.0,-637.0,-125.0,-231.0,16413.01727288435
7.470165729522705,-1080.0,180.0,16208.0,-700.0,-26.0,-263.0,16244.93964285494
